h11,log10_mass_over_Mpl_median_mean,log10_mass_over_Mpl_median_std,log10_f_over_Mpl_median_mean,log10_f_over_Mpl_median_std,log10_coupling_median_mean,log10_coupling_median_std,mass_eV_min_mean,mass_eV_min_std,mass_eV_max_mean,mass_eV_max_std,abs_coupling_min_mean,abs_coupling_min_std,abs_coupling_max_mean,abs_coupling_max_std
127,-2.790210980952742,0.8347889968108483,-6.418048263537747,0.5304855533237759,-19.84887714312007,4.1719604855653,9.520843495179846e+21,8.506677371956154e+21,1.5491872230868772e+32,1.0915116322573577e+32,9.216489496717284e-25,2.797165531884516e-24,2.4726440004067726e-14,4.3007515320008384e-14
128,-1.2432685906821948,2.190282665702696,-6.98353588258297,1.0197805787772412,-22.820946497439344,4.724218271617602,1.0627897711009712e+23,1.7995951128528505e+23,5.0947833276194536e+32,8.143896365402627e+32,2.3213189934992333e-25,5.405951460292759e-25,3.318950684066619e-14,5.647841323071077e-14
129,-1.634460051072806,2.4035689150713133,-7.243629498228387,1.007026933756639,-20.337370158846728,4.190293927502464,9.179329679879278e+22,1.5002071756116549e+23,1.3566032758238412e+33,1.726092319680008e+33,3.231466471605278e-25,8.415634635910073e-25,2.0522536627360437e-13,5.19390987955688e-13
130,-1.8604646687609836,1.1544353061151689,-6.728686230222857,0.6585784641637422,-21.155488358898317,4.0775654499921625,1.4737616614395736e+22,1.2553963678791484e+22,2.8129718757947634e+32,2.995416211078531e+32,3.3774165018870624e-26,8.328957831136826e-26,9.282656578624985e-14,2.1422158280479085e-13
131,-1.0780337641543505,1.241650707865903,-7.117372004610641,0.52171470046943,-20.04228921783191,3.437333238726075,1.5001102788808111e+22,1.2431093673645247e+22,3.0822279453052203e+32,2.1986949582859967e+32,1.9136187702514747e-25,5.896527230150351e-25,7.255840957127177e-14,1.3117933335640858e-13
132,-1.6801613822088548,1.150007999589097,-7.16660638493884,0.6604693000004641,-20.283677372719957,4.300199285851416,1.0421656235883728e+23,2.720595010788859e+23,7.53805214067953e+32,1.391558041996098e+33,3.9339483204103605e-26,8.998259323184999e-26,6.876991380148402e-14,9.981205557083815e-14
133,-1.4151246221653468,0.8293274991784916,-7.279680050025354,0.7101584511290694,-19.191971037839135,3.164031053912522,3.1811944637649025e+22,3.191123387154031e+22,6.4231758789624316e+32,6.818662566538981e+32,2.0166909110862529e-25,5.824026209590478e-25,3.7306385577980016e-14,9.02813524329089e-14
134,-2.2577321208078467,2.0032341768826405,-7.009015453906213,0.5111978694121885,-20.955516412141126,4.785074069493748,1.2862895676671687e+22,2.118272034960903e+22,3.903862053074939e+32,6.397837176170817e+32,2.5410573787913077e-26,4.349504082419193e-26,3.6404846880721056e-14,4.542654583080798e-14
135,-2.4631160864812958,1.5268720594312428,-6.64256919207314,0.6792882868214251,-19.27442743646818,3.610737684926535,1.2119491460613892e+22,1.7474282425000751e+22,2.1025198804992248e+32,2.4681359802732016e+32,2.0834522611107355e-26,5.633781622950828e-26,2.7829867420461968e-14,4.0983185595016116e-14
136,-2.3544603318688635,1.569067643187093,-6.935331501857088,0.8082550615885308,-19.3911593822326,3.4869691106448415,9.084685902132036e+21,1.2669856586814661e+22,4.717960695072182e+32,9.057821937579614e+32,1.4738097921933893e-25,3.190042250709087e-25,1.8122257984257227e-13,5.429522808898096e-13
137,-1.3367550682446296,2.080525408158159,-7.138585012713195,0.9345245518018661,-20.185106030147093,3.7845774314091893,6.794645212230321e+22,1.7693959512656146e+23,1.585200477244901e+33,3.7965733819036375e+33,4.2027747839609296e-26,1.2382495355744975e-25,6.227127770382799e-13,1.8609074672516002e-12
138,-2.2091250759488537,1.7104414303705018,-6.097863528547146,1.7007644403418731,-20.41338890847763,4.297356776593401,1.0625407476246497e+22,1.1297262854348307e+22,1.1812261766582745e+32,9.62431781377879e+31,8.28097229025125e-25,1.9946547491911426e-24,2.2478456724530156e-14,5.237700863619582e-14
139,-2.2232585801478404,1.622094573434113,-6.716456448350965,0.7144165221369909,-22.866733375706993,4.9908741718315275,1.533975051830615e+22,2.27899975814681e+22,2.9428371610754497e+32,3.383793681724286e+32,3.2797790718700427e-25,9.74336673949874e-25,1.3050012030919178e-13,1.6194596331804638e-13
140,-2.477948727088914,1.1639691557911196,-6.903991618176202,0.6276751724978469,-20.243744362878907,4.377421794737084,1.6367990343986984e+22,2.9874970822409986e+22,3.7729097100460824e+32,2.9261791669491358e+32,1.811053820336385e-26,4.645110001931882e-26,4.2421436983753786e-14,9.94311168897653e-14
141,-2.1832628357879145,1.213465624407652,-6.785160633985217,0.7916339645721423,-19.55076320936204,3.3542336102478414,8.255257934745125e+21,7.629837507801284e+21,2.113082928889893e+32,3.26051070936648e+32,2.346829440018459e-25,6.835572300815425e-25,3.899577896687549e-14,1.0793648957857565e-13
142,-0.364619970505389,2.116664305111086,-7.7107266900483635,0.8562974610025401,-23.514272172270072,4.5695710023898455,6.810845284680395e+22,8.697471466686538e+22,2.912090405747732e+33,4.3748916271736513e+33,3.1247623051954177e-26,8.659277440886454e-26,9.329748447316287e-13,1.2972475533423264e-12
143,-1.9432612480640288,1.6984845889382456,-7.138635104104227,0.5033149562559995,-18.520919731840316,4.2180662599873875,1.9654300158037798e+22,1.450472861488252e+22,5.220400764794912e+32,7.337432763921772e+32,2.752797912136463e-26,5.023395525675321e-26,4.206450204653772e-14,8.235646901341243e-14
144,-0.16675124537318328,2.523644291413932,-7.490741706682469,0.6411752810425937,-22.692098200617504,4.556015211551879,3.990996990719953e+23,1.118602395650173e+24,1.0409087433523083e+33,1.3445035349016758e+33,2.162552225964397e-26,5.673422215724447e-26,1.3109178961726367e-13,2.7672218740423623e-13
145,-1.5194759829088071,1.5969968980580318,-7.140237540446824,0.7645527034532907,-19.4904168580321,3.693203203101769,2.0472049231617044e+22,2.748316545488312e+22,6.03121541016207e+32,9.441301418839909e+32,2.2299222377793147e-25,6.969954735833566e-25,1.5927230906918332e-13,4.566123972461786e-13
146,-2.3783221102684746,0.9233989971937365,-7.187435512240199,0.5786737078185001,-18.280647592490006,4.068489874329976,6.942319606001736e+22,1.7312614893421085e+23,8.530844578972537e+32,1.2051459320645461e+33,4.167615460926829e-26,1.080391215285436e-25,8.848123081693846e-14,2.0057654094366248e-13
147,-1.98114724674938,1.1220033246744174,-7.139978353260614,0.6437880262486761,-21.69363316197431,5.557190229252013,2.1234045295562974e+22,1.6672317910210669e+22,4.028820378548714e+32,3.773217092020507e+32,3.056381775715229e-25,9.221603482180647e-25,2.1934110767774942e-13,3.019232459018044e-13
148,-1.0394382984055184,1.7879701964036667,-7.003592871036266,0.6186737773298459,-19.956235494131874,2.0482106185955056,2.6515804893851287e+22,2.1973785839486374e+22,3.908704303453357e+32,3.1593746872264918e+32,3.4628594654117833e-26,9.504034295405997e-26,1.8318499250959174e-14,3.2178315771940964e-14
149,-1.9479459406707775,1.3761168208669825,-7.238112463900282,0.3837089350008005,-20.75240963929384,4.46028140622483,2.831394235182197e+22,4.992699655888112e+22,5.674013674433521e+32,7.567609713960195e+32,3.5991746114169325e-26,6.785076095698447e-26,4.443833887222296e-14,5.30766374345854e-14
150,-1.9605843504615141,1.921274743973416,-7.143633419185046,1.0503860741928983,-21.054159949532572,6.001574228907426,6.112456065067868e+22,1.4535998839450298e+23,1.9353643973643646e+33,3.834916103833995e+33,5.650462757823418e-26,1.29033569549831e-25,6.770370508061772e-14,7.05127768786366e-14
151,-2.572416191083688,0.7516460209271512,-7.114176766784337,0.6300247846066354,-20.966640471053747,5.183659072126967,1.9929840967479588e+22,2.1048530391863973e+22,8.190902664155067e+32,1.376632957421593e+33,1.9101603507568536e-26,3.4506450630998654e-26,2.3357736607979686e-13,4.545024498785537e-13
152,-1.5431308144576428,1.9095408982582245,-7.366050677720589,0.8241267127294357,-22.679505101410335,4.479635355374816,2.361374821728012e+22,2.1956642724716418e+22,5.313001204798552e+32,5.246889379677068e+32,4.33314521491584e-25,1.3403081447559818e-24,4.1456548660930085e-13,4.963042357268413e-13
153,-1.756745125841619,1.28478532975178,-7.60537460065207,0.7723297399611738,-18.150024099288984,2.5043045632933754,5.6107606500641996e+22,7.383840268251967e+22,2.160306295110153e+33,3.718861782574033e+33,3.6652301807717054e-26,8.781297421954876e-26,2.463810935892807e-13,3.950824979394717e-13
154,-2.3332421319079684,0.7781268377929657,-7.221732221206342,0.39953568397052763,-19.744507050537173,5.127639078732812,2.610320923209664e+22,3.453153942357522e+22,1.2003762817212277e+33,1.9128760508796038e+33,7.792978753444546e-26,1.6186261500944093e-25,8.615188687347106e-14,8.14874602706094e-14
155,-2.473782707911188,0.9412177004747295,-7.057977429876084,0.8165760538654802,-18.054923739966064,3.429577353188907,1.5803761349174938e+22,1.4459697233533327e+22,5.526141289074354e+32,4.371480009107692e+32,2.893652504346417e-25,5.0998122153296485e-25,2.1123254577246033e-14,2.3770016042654744e-14
156,-1.794479626066472,1.4922618575028985,-7.5574963200171155,0.8817656723707648,-18.765499762726208,3.7907356574443125,1.6397589199732368e+23,4.5653476857984536e+23,6.694209790771633e+33,1.862399886766262e+34,3.135360437941897e-26,6.329819250918767e-26,1.4552991237409416e-12,4.220608381460701e-12
157,-1.984123260110382,1.1583324951697227,-6.833536951282689,0.2395477589935293,-19.644007359132893,4.124022113143081,7.829244321688905e+21,6.667622432990261e+21,1.297062700472315e+32,4.441013842860632e+31,3.4535126875362755e-27,8.586153075576083e-27,1.4011522705101808e-14,2.78889818984137e-14
158,-2.821337214708377,0.7060201739478833,-6.801171044776327,0.6521302023352638,-20.379320854280564,5.057568321815251,7.824776080886471e+21,8.916665923652836e+21,4.5904768103655294e+32,4.828771967557794e+32,1.5027678393775538e-25,4.428917844765215e-25,1.6902128632839386e-13,3.0100766077447086e-13
159,-2.939589876639229,0.39607711427305176,-6.982407076202226,0.4328049571730677,-18.444825366181078,4.08615412074611,1.7741958220683294e+22,2.6352327241331544e+22,7.554430319057564e+32,1.3526339363898085e+33,4.0276679426093435e-26,9.753876440436601e-26,3.0537929927130554e-14,5.74644695281883e-14
160,-2.3111994471134407,0.9765672391649082,-7.173852348855957,0.6627579567072025,-19.403356036582647,4.97302521903683,4.373292456607008e+22,4.753290903100174e+22,6.339512557217868e+32,8.438403378709912e+32,2.4477253780333187e-26,7.335232626430507e-26,8.05986921317286e-14,1.42808913799965e-13
161,-1.474561786048532,1.6534213674043088,-7.518063024299236,0.5464329753410088,-19.57058196617416,3.51389996244181,3.2513171712860934e+22,3.622943666431623e+22,8.560695786862626e+32,7.392455161210532e+32,4.926563518906429e-26,1.5252750082808208e-25,1.0263353022269159e-13,1.9207492150127011e-13
162,-2.324029970180317,1.0381678263949095,-7.1619508644471015,0.9184366088344207,-18.381378218374103,4.019912306379366,5.06843626800253e+22,8.058100330347445e+22,1.3663164462165256e+33,2.22634105735928e+33,5.245266178080831e-26,1.068380789945661e-25,8.378548736373904e-14,1.655128053537398e-13
163,-2.487143703635221,0.8486309237566361,-6.958153145019969,0.6635347968422669,-18.6297322300595,3.24370352764669,1.25386162018363e+22,1.5802806801047545e+22,5.6331319484086364e+32,5.674351088791941e+32,1.0659874735319262e-26,1.136112392439365e-26,2.2376765330994765e-14,3.349247957825924e-14
164,-2.0054288378476657,0.9194769556901069,-7.368849158605082,0.3574716616089227,-21.50391321377554,5.017647454297501,9.631139215106241e+21,1.091822934828896e+22,6.974396176940726e+32,5.770013437797906e+32,3.449550606597278e-26,1.0184313497674796e-25,2.0761699114063852e-13,3.6512431581286833e-13
165,-1.224261886233771,1.182377104324134,-7.533579227988606,0.6407010414634963,-18.85298725514437,3.2266954783317794,7.101435711357012e+22,1.251990254469661e+23,1.388567348397804e+33,1.3890512758599882e+33,2.0757698702954426e-26,4.228181406791603e-26,9.121781675524554e-14,1.7148562510744183e-13
