h11,cy_index,log10_mass_over_Mpl_median,log10_f_over_Mpl_median,log10_coupling_median,mass_eV_min,mass_eV_max,abs_coupling_min,abs_coupling_max,axion_index_count
152,0,-2.840613587348262,-6.751040003885415,-27.8981366542712,2.8432554445452536e+22,1.0992933030928836e+33,1.4508414645145962e-30,7.676052990352039e-13,94
152,1,-0.6676614043617267,-7.427253951626692,-18.213867760356752,5.178563114927741e+22,3.868737153155389e+32,3.684364231021027e-30,5.623552036696084e-17,100
152,2,1.9550447723645876,-8.109204745181142,-23.193451391871506,5.466044180885229e+22,1.647312692994023e+33,8.175119865762721e-26,6.300120551306973e-13,108
152,3,-3.2006697760166283,-6.139800162428761,-19.387539787781606,1.0043994926736312e+21,2.668182209498207e+31,1.9543672944308037e-29,7.592912021848416e-15,102
152,4,-0.785171665278408,-7.271711292588828,-27.421028161065315,3.927131237901134e+21,2.9443342449505225e+32,3.958574119815128e-32,2.055938294146007e-13,106
152,5,-2.893748481819228,-8.504982069570207,-21.427995012752202,7.298880070815888e+21,2.722170786745728e+32,4.2472050399145684e-24,1.5820065950937136e-12,100
152,6,-2.734862980611065,-6.929048640072916,-29.108361014799733,6.509917099957342e+21,3.1504272475043683e+32,3.834004439842098e-32,5.11197478070283e-13,96
152,7,0.17541176850584808,-8.35587279059077,-19.238045665819502,4.729044185196491e+22,1.504166726796945e+32,3.7435059100617454e-27,3.7293416507362645e-13,98
152,8,-0.2579810819469693,-7.8071991225019035,-16.25849613692924,3.2911658584681136e+22,9.586917399596756e+32,7.043537401808595e-29,6.55720969928253e-15,106
152,9,-4.181055708064577,-6.3643939987592555,-24.64812942845632,2.316426431224919e+21,1.6203803074169196e+32,3.502782551395637e-28,6.209908703338574e-14,95
153,0,-1.6895569320115864,-7.83873918955271,-19.030540415058876,3.7072328991751274e+21,4.858076814896991e+31,1.3724974450850554e-26,5.3540333101437385e-14,108
153,1,-0.7353235818273569,-7.411427509148831,-19.00103742482058,6.0692273654912275e+22,3.306578251028189e+32,1.0930305668128172e-26,2.5460668002970733e-15,102
153,2,0.832704750865702,-8.972157618517834,-18.405839523786256,2.2780437294103736e+23,1.2214737997520275e+34,1.8416245286133534e-26,5.227846890592334e-13,106
153,3,-1.291733179001593,-8.004609600300261,-17.20508642998859,1.305957599170636e+23,2.0793588135638007e+33,3.460192990750673e-27,1.0879276125185331e-13,102
153,4,-2.8589263376926177,-6.909851495544874,-16.06786856853659,6.38080128655337e+21,2.1481315965881323e+32,2.827421307142236e-26,1.0798598675389671e-14,99
153,5,-1.1074976972628523,-8.279227013211562,-15.24570260576133,7.790260924656873e+22,3.3223117867208855e+33,2.852369206206506e-25,5.732109633195527e-13,98
153,6,-2.522640738415857,-6.74938178048044,-18.081234305583653,1.1022728999669116e+22,1.0800017394830387e+32,3.1740524927016975e-27,4.506778819666972e-15,97
153,7,-2.7554679794968955,-7.148585588141485,-18.558706706564628,6154579531687178.0,6.3541925012487695e+32,7.890610957267879e-28,2.3910070043240794e-17,100
153,8,-1.7675132618714366,-8.163217295941894,-24.108357022991278,4.082406168393196e+22,2.4415001973110555e+33,3.630640438634336e-28,1.1811374713178393e-12,98
153,9,-3.671496301701694,-6.576548915680805,-15.795867989798062,2.1462182229288915e+21,2.0768297900172752e+32,2.15398835694274e-27,6.469363477493945e-15,94
154,0,-3.0298353176661115,-7.282921812850722,-15.033082692630796,4.5553008617033826e+21,7.900083756609067e+32,1.125087850508955e-26,1.0818947702952395e-13,100
154,1,-3.3119999261545727,-6.745138889627345,-27.09995532685525,2.3657243274009237e+21,3.6241717693568954e+32,1.8834875495473903e-38,2.0791412844530941e-13,99
154,2,-2.3103691707851404,-7.972529648640872,-14.521621184774162,1.1708030812631203e+23,6.501842532202175e+33,5.098621875420817e-26,1.7201133769786073e-13,94
154,3,-2.173736279488518,-7.2352071631599255,-18.301044178372646,1.17834567290744e+22,2.8469043031276735e+32,3.020082576012989e-27,7.482916197661182e-15,105
154,4,-2.934979592488789,-7.1123277062869,-21.191823481421434,1.0723594007770156e+22,7.120174656118088e+32,6.349371245587312e-29,1.4751600388332368e-13,101
154,5,-0.9725499211859788,-7.176099762288332,-20.53453085997199,1.910918478716927e+22,1.9278838444388028e+32,5.253508129191283e-25,4.1373839505478845e-14,95
154,6,-1.2601039949500332,-6.880980388276045,-29.806344652000643,5.86738045462593e+21,9.888425690695806e+31,2.9556595797556005e-33,1.6045280908521253e-13,105
154,7,-3.054600096460577,-6.802406995943972,-15.806145156917802,1.5978460039286683e+22,4.317023965370705e+32,7.994989442860352e-26,1.3337813427551324e-14,96
154,8,-2.0383171696514157,-7.801149615840741,-18.59763534375476,2.6870837389190427e+22,1.4436174227700777e+33,1.0677877985483007e-25,1.2182213237103506e-17,102
154,9,-2.2459298502485447,-7.2085602291485715,-16.552887628672234,4.669784559843319e+22,1.1857943758309448e+33,1.8977116384475528e-27,3.228361249551942e-15,102
155,0,-2.8666232468202124,-6.927570796688499,-26.917266387071738,1.759620741197604e+22,1.8786731709753427e+32,1.0766111218396841e-29,7.731060857391969e-14,101
155,1,-2.8281717379621747,-7.272258911680862,-18.14007323753575,1.1134032260400176e+22,3.599989405181938e+32,2.701726726356638e-29,2.0863793584403463e-16,101
155,2,-2.869342599943725,-6.614059338390542,-15.402790008250655,1.5634440777218408e+16,6.059307922569594e+32,2.071152344076395e-27,1.1003772472479427e-14,97
155,3,-2.3615380081978374,-7.393006415101265,-16.498533796335,3.176361843361827e+21,3.952657474327377e+32,6.024079519738489e-25,2.518871301335295e-14,102
155,4,-0.06840788801080443,-8.078863627886783,-16.456097076104612,4.5879588005813525e+22,1.5375315682984294e+33,2.6918161209963856e-25,7.750104394602884e-15,101
155,5,-1.8166698943083208,-7.5687145837141205,-19.018318446434847,1.4029235834905269e+22,6.487353922910641e+32,3.352994151381984e-25,3.329422265239196e-14,100
155,6,-3.192578635574533,-6.744667955348758,-18.28930750001623,6.440011353764869e+21,1.5873252321538937e+32,2.0751386352291055e-27,3.1027082580784445e-17,98
155,7,-3.2894897098676297,-5.096419790851768,-18.92432436870238,8.481344246743706e+21,2.507096103826922e+32,1.6208278256323948e-24,1.3726225040995485e-17,97
155,8,-2.704599581353248,-7.648134920126917,-15.440966904982727,3.5764802966910025e+22,1.050146562693128e+33,5.609734191682296e-26,2.303547078766527e-14,100
155,9,-2.7404057770733923,-7.236077958971325,-15.461559674226693,1.5536013933433147e+22,3.312228348882263e+32,5.65428322772597e-27,3.339626263458233e-14,105
156,0,0.22080284129962824,-8.366294139500498,-19.53877830126244,8.415942187749103e+22,2.9851209157806916e+33,7.621803451396986e-29,1.2460040505079278e-16,103
156,1,-2.5356158621511398,-7.268806872298468,-16.945412020556155,2.236105156783058e+22,4.5839058707061565e+32,6.353944989184361e-27,2.9862065288712165e-15,100
156,2,-0.3869210791717377,-7.699470614940747,-16.04441726637249,1.9196549369133458e+22,7.375197551935828e+32,4.757479492151172e-28,2.481948436840669e-15,100
156,3,-3.4665206829767476,-6.551623755708927,-18.274659644113544,4.3662953795707774e+21,6.563834686964616e+31,8.686655930140571e-26,1.5172463957263778e-17,97
156,4,-3.4775430568894157,-6.407701235954491,-16.232468177940397,1.0076969132167631e+22,7.817893589963315e+31,3.3695311120820555e-28,2.2875391114813114e-15,100
156,5,-2.017697445159041,-7.533261922923222,-19.89575176741866,8.891297167791442e+21,8.144477129162439e+32,1.4830827377927336e-27,2.4723922564390994e-13,102
156,6,-2.3848070894771847,-7.627658679274308,-14.906495130512651,4.3460446601163126e+21,6.657906215762554e+32,1.9434292360134747e-25,6.704554870886259e-14,107
156,7,0.14622336762185148,-9.491538033766382,-19.03442544575259,1.4615811932086086e+24,5.964584477164894e+34,2.3070901903052715e-26,1.3446969449870908e-11,105
156,8,-3.3543494120809156,-7.169695365335713,-28.50584672541828,1.1948819748066622e+22,1.1223044675510596e+33,3.5158680870696598e-31,7.836716796690819e-13,94
156,9,-0.6883678416800196,-7.458912580468398,-18.276743147914864,1.2831277862460135e+22,3.688617932096602e+32,5.29360579660711e-28,1.6986657045308987e-16,109
157,0,-1.2169381480457648,-6.851996834701509,-17.841397531727043,2.6251753985380277e+21,1.0922411508398418e+32,1.451128921402729e-29,3.16832990520104e-17,107
157,1,-0.9248397091998019,-7.1824315347380026,-17.085149421522964,1.1073668017663817e+22,2.139888247895368e+32,2.465373215132258e-28,6.852886067507964e-16,109
157,2,-3.9838976605782292,-6.441098471906845,-16.920164382692658,2.540182384778964e+21,7.423546178950075e+31,1.1620584641310812e-27,1.0328770027532587e-15,105
157,3,-1.1920945262533968,-6.848494316680293,-26.383640834297324,2.6870500480753284e+21,1.1579018406555208e+32,3.195459451136898e-30,6.48334300364604e-14,106
157,4,-3.3500406736730173,-6.49852357062789,-16.164260782399396,3.7655592551728703e+21,1.2644250969069874e+32,2.7784370574007076e-26,2.8509925729833754e-15,104
157,5,-1.2077624650568872,-6.8676891117440615,-22.288566800242183,7.297896299594378e+21,1.1154972601887575e+32,1.7654307982626354e-27,2.3327174568265754e-18,101
157,6,-3.1679693773741673,-6.781962723267031,-17.216815330999925,4.217064665963176e+21,1.3300581071273523e+32,2.2137824349473495e-27,2.7041165212734964e-16,103
157,7,-2.553533736505573,-6.823573205636042,-27.204565683039974,5.478841240046681e+21,1.2011915066282288e+32,5.565275905526705e-31,6.891058871055605e-14,105
157,8,-0.9516143760036361,-7.185028524572233,-18.148443231083903,1.713504523757308e+22,2.009393452629033e+32,1.1526672246099609e-27,2.576808316484607e-16,109
157,9,-1.2925419284133453,-6.854571218952974,-17.187069593323532,2.147196066948272e+22,9.176757239570528e+31,1.9201678163570734e-28,1.239941621229564e-15,103
158,0,-2.8745418803356744,-5.986959819987002,-15.805744489481619,1.4606781454330473e+22,2.9360130335883125e+32,1.142752224489006e-27,8.08612787728712e-15,96
158,1,-3.2274315841345587,-6.693923289002393,-16.233411741799415,3.0954696953804824e+21,4.5540437827785306e+32,8.729254070946557e-26,9.882432838408207e-15,97
158,2,-1.5647091037673735,-7.1134944864123,-18.40107062678664,4.848854847886669e+21,2.1929271487597865e+32,1.1693148292322879e-27,1.8486441466766775e-14,100
158,3,-3.1119224870975457,-6.6755000755310645,-29.130955058255253,1.1077913338574822e+16,2.160782259549706e+32,8.833176828907136e-39,2.4789514321995954e-13,101
158,4,-3.3568153169420554,-6.314333425344576,-15.552314115498902,4.2065501877157573e+21,4.315974635431085e+32,1.9251754832006905e-27,1.7542493663629586e-14,99
158,5,-2.655386853122596,-6.771378341579273,-23.82746408743217,4.1863503101720815e+21,9.799125529027251e+31,1.0016739175733389e-27,3.0212153920729843e-14,107
158,6,-1.778176374627429,-8.012174608449318,-26.52592918065341,5.586016700302813e+16,1.603851469527454e+33,6.117808563626394e-35,9.20109001130441e-13,105
158,7,-2.7662130398592275,-7.544161012644029,-24.332318856579363,2.823918201721557e+22,1.0010604182798696e+33,2.6702981145330585e-28,4.374407565388423e-13,100
158,8,-2.946060370424094,-6.967786470902988,-16.825143708422075,1.531941609477619e+22,2.0715780027323367e+32,1.4083960364881835e-24,3.091964626289117e-16,102
158,9,-3.932115136773217,-5.9319989179103265,-17.1588566778968,3.7450892633071446e+21,6.444178098395762e+31,1.5733158527693206e-27,2.491161652451585e-16,98
159,0,-2.9442679927819175,-7.045142902998356,-17.499847351045997,4.761162272353091e+21,1.8095807364148452e+32,3.336465507246758e-28,8.745872022606386e-17,105
159,1,-2.986792233265315,-7.138695022904647,-15.967468022658576,4.909837004638452e+21,2.595058588333639e+32,4.45641952326045e-28,3.175114412863698e-14,104
159,2,-2.8780436019452935,-7.106227789939357,-17.17287870891275,1.4077815991504225e+22,3.662719793629624e+32,7.434848402480375e-29,3.002503099866422e-14,104
159,3,-3.0496117859818286,-6.699642670464047,-16.7966344738592,1.366901663913313e+21,9.631344475203813e+31,4.0155859451992084e-28,2.66635134670993e-15,101
159,4,-3.303350008966701,-6.902422655912019,-17.303499325202118,1.264355149432406e+22,3.585403700392945e+32,5.66841034230073e-29,2.573269236634854e-16,103
159,5,-3.6379316759751776,-6.243164071061401,-17.154226916110737,1481604361218070.2,1.0810838278183685e+32,1.2465560473464169e-29,2.27905960048136e-14,101
159,6,-2.816134164387063,-7.164873504748225,-18.139862742585233,4.631488676609148e+21,2.5808370019390753e+32,3.704898972870786e-27,3.425289401794383e-17,103
159,7,-2.5302216185472393,-7.467112778915478,-15.022067609770211,5.871835157119081e+22,4.459244110548139e+33,9.225116501382668e-26,2.857855645458206e-14,96
159,8,-2.181655986405846,-7.635391853138213,-19.901240458971884,7.42810558791472e+22,1.350811019522488e+33,3.054863668392401e-25,3.905685438071134e-19,104
159,9,-3.0678896981359083,-6.42139751194051,-29.49052805269408,2.0294161715482672e+21,1.1659337938204997e+32,1.8189504857598207e-32,1.8918819123144745e-13,105
160,0,-2.836488175200326,-6.793173752153475,-16.53707387330396,1.494474876606754e+22,2.2571170915635553e+32,2.987608575520408e-28,5.495341379637725e-15,106
160,1,-1.8003779363827639,-7.6282785552516845,-15.23674120030413,1.2429330944454744e+23,1.104865636278099e+33,2.331473539900707e-25,1.0733791138692913e-13,104
160,2,-1.6019789285045682,-7.853022311260511,-20.329716120686037,1.0483843605869349e+22,2.6594318141639307e+32,5.851577731492834e-29,2.2283300634149494e-17,107
160,3,-3.369120719053234,-6.672005900992927,-15.218452984383198,5.323131148847257e+21,2.9500048674793435e+32,7.242996686009106e-27,1.7626119204018916e-14,103
160,4,-1.7858017278778036,-8.170323154703938,-15.554906032050217,1.206102008707969e+23,2.8316678830954903e+33,1.8889154621322983e-27,4.0537232515140645e-14,100
160,5,-3.1548057559993263,-6.513333360020991,-19.755684890816838,2.047455914520034e+22,9.372685488640942e+31,3.6641889674728334e-28,2.0118865285516655e-14,107
160,6,-3.231419975749744,-6.232983689549068,-29.794314595207002,6.000590709441442e+21,8.459470538340879e+31,2.576632016775301e-32,1.3726607123271973e-13,103
160,7,-2.930465647287426,-6.816909574047271,-15.880496791724033,1.7575308864581796e+22,2.3867197656931504e+32,2.0430657182358585e-28,1.3212317124672316e-14,104
160,8,-0.26803889287209215,-7.840855641714081,-25.975503471901252,8.546780842002768e+22,9.059908712561473e+32,9.293921486233655e-31,4.64310325813383e-13,105
160,9,-2.1334967122071227,-7.217637548865616,-19.750670405449817,3.2155744685321076e+22,2.9333925242831546e+32,1.5643144032131138e-27,6.045407463374534e-17,107
161,0,-1.726163073449272,-8.195591330909997,-18.062572094143437,1.0787992449242656e+23,2.463709532377251e+33,1.6003342845108895e-28,6.224383305165259e-13,110
161,1,0.5507340384692094,-8.007946781196063,-21.33160214387028,6.387933662505929e+22,1.3058717000779394e+33,3.5434483504815217e-31,7.530341170511437e-17,107
161,2,1.8313580611857772,-7.984689437299635,-20.85463965727691,6.421393084061556e+22,1.2377724464076826e+33,1.5635726126582492e-31,1.0665048456300965e-19,109
161,3,-0.6545065810197852,-7.327954265985344,-21.10131815203892,5.691105014902311e+21,3.987729552904e+32,4.509400470507902e-27,3.373686322370504e-17,109
161,4,-3.583695704782612,-6.599124838603454,-28.015341761393355,1.5337049485731538e+21,3.0968454091148285e+32,1.5103154584101083e-31,1.2891069837283625e-13,105
161,5,-2.112587734978187,-7.367152384757826,-17.99112564484479,6.582774766363289e+21,3.350736218085998e+32,4.8333843605573395e-25,5.3171742355108084e-17,106
161,6,-2.837575813925702,-6.881984142567722,-18.051369035189776,9.176735798360256e+21,2.3858346906837283e+32,5.214964169390673e-30,5.836877416120494e-14,104
161,7,-1.477706361781817,-8.0519250063054,-16.821591639611313,4.6024762011682135e+22,1.4450289320538208e+33,4.0026789644207565e-27,1.6522691228529521e-13,114
161,8,-1.8536207641340052,-7.647279413263937,-15.72792773012739,1.5486298681411002e+22,6.206191613121648e+32,5.886584863754056e-28,5.1157502399741085e-14,108
161,9,-2.8818539260689278,-7.116982642102981,-17.74833180324542,4.6631439492157743e+21,2.0557942755491203e+32,5.126778734219454e-29,7.07658235440125e-17,109
162,0,-0.9087226900882839,-8.65401777796816,-16.24622503489649,1.445772422102862e+23,5.459945272400479e+33,3.4483513872203015e-27,1.1516346431613078e-14,110
162,1,-3.6645443633389903,-5.858874013413227,-17.955853282442447,1.2654782418053596e+21,1.207592552873197e+32,5.878633597134908e-31,2.11865481776468e-17,101
162,2,-2.4780584537213732,-7.259109262770717,-18.541389670930673,3.0143395935912513e+22,3.2922272092134124e+32,1.123261864846539e-28,4.1602508062260313e-17,109
162,3,-2.9955027063108686,-6.0811906338582435,-15.58497917179231,5.782435725677373e+21,1.7954338513190492e+32,2.4437656626090566e-25,3.175657469671072e-15,102
162,4,-3.0079595490394726,-6.827684384799267,-16.375102171261553,1.33101677656319e+22,1.4898041735075292e+32,4.015999735971845e-27,9.809383233851334e-15,107
162,5,-2.383849082347167,-7.056052129598154,-16.770438090196507,8.642596362724192e+21,2.8574264489402003e+32,3.003519629725242e-28,1.0348350547181927e-14,108
162,6,-0.16716248386634286,-8.648044084725516,-17.825521699477854,2.4620381817563265e+23,5.701853178998324e+33,6.720686226657483e-27,1.4444426903423792e-13,110
162,7,-2.3238384181850655,-7.380148034901602,-28.991756156533654,9.507219111974204e+21,4.971753064452536e+32,4.5614813746723064e-32,5.351418143108761e-13,106
162,8,-2.452203089991295,-6.908171147773656,-15.253930443289617,3.37059118230169e+22,5.309855365962703e+32,2.654222685913668e-25,3.379301191853183e-14,105
162,9,-2.8584588649143083,-6.946217174662474,-20.268586462919934,1.3705361447591711e+22,4.089567441395922e+32,1.2943397833036307e-28,8.956325163518724e-14,104
163,0,-2.874374959876023,-6.985756354360137,-21.85512683962969,7.590031700594117e+21,2.1480537308564887e+32,3.4114589543173924e-28,5.474396101151384e-14,105
163,1,-3.2455325704448934,-6.540903739245061,-15.405427542225313,6.556573275750282e+21,4.858291270081726e+32,2.3809811580563704e-26,1.6274596513233248e-14,97
163,2,-3.302559937729859,-6.000278028730701,-18.518594208459117,1.870618640384488e+21,2.399301992712479e+32,1.6659273899395893e-29,2.2565211967505714e-17,101
163,3,-1.9246072208245615,-7.463603193700397,-17.827484542959812,8.367694858801949e+21,5.2027053653854005e+32,1.9208858430654257e-26,3.38252147344344e-17,103
163,4,-2.9574878197221834,-6.424054312933983,-15.476568656633445,6.851250694516365e+21,8.730294235037529e+32,2.168159143167717e-26,5.6779535780614697e-14,106
163,5,-2.811861843798642,-7.357831136186476,-18.60626000868491,5.467947161321408e+22,6.360971751874643e+32,5.9992875757262564e-30,3.8836029459483077e-17,102
163,6,-2.437350922216398,-7.005371546259551,-26.287777645036172,6.994187052760255e+21,1.617757691880942e+32,1.1135153810769357e-29,9.280829793618764e-14,111
163,7,-3.13680242089575,-6.241832376604083,-17.08869178628449,1.2203406064868684e+22,1.4695228020659817e+32,1.263842417055312e-27,4.89248571954994e-16,103
163,8,-0.8431485094502609,-7.393456714963286,-17.28459771818697,2.0272801925194146e+22,3.186243052310832e+32,2.645008747440895e-26,1.669124297966775e-15,108
163,9,-1.3377108313936386,-8.16844404721601,-17.94679335249509,1.2619227864604638e+17,2.0358177591880344e+33,1.3809616408115597e-26,9.076627423150259e-16,105
164,0,-0.827998455711782,-7.318987853665956,-29.1529525626797,1.0984831475223104e+22,2.674441441798979e+32,4.602595351287207e-32,4.3396354648355634e-13,108
164,1,-2.347148840499405,-6.91097133407281,-28.93550102819261,3.7603342384988354e+21,3.1292470784301677e+32,4.5137952663714935e-32,5.077617587850657e-13,110
164,2,-2.3132386464646677,-7.43226358313267,-19.224287242133016,5.233962394517691e+16,1.2295693045633934e+33,1.951655543054959e-29,2.1647184887687554e-18,108
164,3,-2.401073088548685,-7.883031485402258,-15.198398855767667,1.9939712387301453e+22,1.080533514784499e+33,3.240658072985649e-25,4.6404307333964306e-14,108
164,4,-3.633773346493267,-7.01649141991163,-18.65639663104243,4.6008484561822296e+21,1.9977155471521584e+32,1.293752896325617e-28,4.875262295505557e-17,107
164,5,-1.80219106416522,-7.603375486306375,-19.06995503956336,1.1646215250901974e+16,6.709365556828251e+32,1.4066090092091755e-26,3.011236458917517e-16,109
164,6,-0.7948098826468852,-7.260756558877432,-18.479192754628826,2.2762425471195404e+21,2.883265023136773e+32,1.2162148075402048e-29,4.158325160526597e-17,112
164,7,-0.9533900916597187,-7.117292891598708,-22.63625714471892,6.75383361385797e+21,2.0037365005191993e+32,1.2126063664978919e-27,4.9092371451701016e-18,110
164,8,-2.7343472714747206,-7.165027355806913,-17.195255155830885,1.2945372441183483e+22,7.76206553953725e+32,5.443031532559106e-27,1.7213515761520432e-16,106
164,9,-2.2463176908123046,-7.980293617276071,-26.49093572319796,3.5050153005856607e+22,1.9483096888525552e+33,6.38021296944426e-30,1.0874696301700973e-12,102
165,0,0.3281250515133709,-8.427928371083063,-19.52502345396231,4.148832491873632e+23,3.5752164792290034e+33,5.42448618489157e-28,1.2289154088076096e-14,111
165,1,-0.12689709601477922,-8.001334237285073,-18.638769441449934,9.447093931053277e+22,1.3438017294360004e+33,1.1896311769409984e-27,7.748002403578631e-14,109
165,2,-2.769051363755259,-7.585509656303571,-17.494684412281295,2.7180639961254044e+22,3.2089212066823186e+33,1.3517637809991129e-25,8.473391103209498e-17,102
165,3,-0.6441564355126791,-8.225599031965448,-15.027488697544012,6.589514170132139e+22,3.160842422215613e+33,4.1184933741673496e-26,2.0691098949349577e-13,108
165,4,-0.6352470867372305,-7.416396182406829,-19.904870226659106,9.873586078242983e+21,4.168541410124894e+32,1.3745757875950952e-29,1.251618307382734e-14,113
165,5,-0.17538900572630395,-7.880085308691193,-26.380372430882154,6.914319306227414e+22,1.1214358866266084e+33,6.317015916827164e-30,5.44570777263948e-13,112
165,6,-2.3760102264804406,-7.460889983110266,-15.542226614241306,2.153623727170223e+22,4.538233711067761e+32,1.362362242647718e-26,4.600470585735439e-14,111
165,7,-3.047409020892295,-6.345265799653141,-16.72059564941337,1.7510160350678313e+20,2.5190568159237497e+32,2.6046151728594846e-28,4.305836145350355e-15,108
165,8,-1.1896130385589272,-6.814835120639461,-20.693643425142376,2.2239452049498925e+21,1.1631028325087896e+32,1.5567724027441642e-26,4.477127235670139e-16,107
165,9,-1.6069706401731676,-7.177948588748023,-18.602198199867857,4.761537754553789e+21,2.3656228282597416e+32,1.1724647531757112e-29,7.568050960018071e-15,109
166,0,-2.021149558994265,-7.351243276218735,-26.310914715810334,1.1443006467335975e+22,4.054979298925487e+32,1.0673614591175783e-29,2.3262829002234633e-13,109
166,1,-2.532247050022433,-6.860316705913593,-20.314210636653875,1.1287358186830927e+22,1.2031154432614229e+32,1.6009928821724867e-26,2.0588667342629583e-14,110
166,2,-1.6088536624880414,-8.423696156217913,-25.75711236800521,1.8384045896725097e+23,2.9099526032049225e+34,5.301574009603866e-29,1.4459058474052372e-11,103
166,3,-3.4999100845541506,-4.9209463037384085,-18.110153970588197,6.795760926982806e+21,8.717657895178866e+31,3.796558521000543e-27,3.1524045968924426e-17,105
166,4,-4.192483827526907,-5.320693894637772,-16.98860539946157,1.0732644069505932e+21,3.313955521221075e+31,3.9662782373228176e-30,2.2839399506025657e-15,104
166,5,-0.09973023755215851,-8.041871026055816,-19.95069028314105,6.953732780206694e+22,1.334849827862652e+33,4.514873306246627e-28,3.049047702371951e-13,115
166,6,-0.8656239450008449,-7.1947136436372015,-28.930885109244826,1.4173999127603645e+22,2.452494890784063e+32,1.000047183223385e-31,2.8184496532875825e-13,116
166,7,-2.6733884040049367,-7.513213046985597,-26.54002337824401,6.206480867115124e+21,8.541963314249806e+32,3.0426824380559792e-30,3.4823306493901804e-13,109
166,8,-2.864142069393139,-6.854590919239147,-16.48437438778711,9.148608890097548e+21,2.278419251848975e+32,8.053909293561516e-27,3.794370347229853e-15,110
166,9,-3.479174590454746,-6.996929257950162,-15.27931118891626,4158476436831963.0,1.1095899754137389e+33,6.713865018658393e-26,3.738028517416807e-15,100
167,0,-1.4955839441586576,-7.986524605463521,-16.255669278201374,2.0839969023830776e+22,1.2430432102290672e+33,3.784188982632287e-29,5.9607000787874805e-15,111
167,1,-0.6203210814900578,-6.810807802407803,-21.3882363464353,1.4233132372346972e+22,9.412036817977147e+31,2.087944113757156e-28,1.8999488281640117e-15,116
167,2,-1.2422889387905152,-8.241062923936726,-16.212069338529112,6.819117250104111e+17,2.5376374407677675e+33,9.409608311877484e-28,2.1743826889903046e-13,113
167,3,-2.8573605124962107,-6.570302303169093,-18.163396502013416,2.4268904808241766e+21,5.9735737761280875e+31,5.678234839514871e-30,3.4937611388472125e-17,110
167,4,2.9636393118950766,-7.149441039435014,-24.20837260183878,1.182323484743026e+22,1.8279184656592973e+32,1.0984200397559236e-30,1.0291003078665105e-13,125
167,5,-2.4777794507626187,-6.312705924562093,-26.510309625193727,1.1125944870177002e+22,4.898946015600376e+32,4.766292760528553e-30,2.1611276847255286e-13,105
167,6,-2.4822880297861563,-7.430334465597918,-18.277034667071334,1.5051045224189629e+22,3.469412775627695e+32,3.7431363688625213e-26,2.9419315802996004e-17,111
167,7,-1.7311851638070295,-7.761453440625272,-26.31429247569842,2.639711771753717e+22,8.109523030730934e+32,5.4295223109803376e-30,3.9631819167895077e-13,111
167,8,-0.3063750412693592,-7.7317352093835945,-21.09289028172807,6.34381448824647e+22,8.294457134884843e+32,4.064319633753068e-28,8.422376314173636e-15,111
167,9,-2.5191743157261306,-7.8581909963637,-22.71436303091047,1.9148174346852124e+16,1.1328902338233918e+33,1.5036982381583361e-33,3.705140333784863e-13,109
168,0,-3.3126088254115547,-6.54809442348309,-26.886910861349598,4.249754974104829e+21,2.4762629097832023e+32,2.521495699881333e-29,1.0044996635439015e-13,107
168,1,-2.4631765189006214,-7.472915174122663,-19.9737774499567,4.717652419691496e+22,6.088405625660191e+32,2.37701569682628e-30,8.78536702041723e-19,112
168,2,-2.8769520249487117,-6.7608597001670026,-26.885310383238775,1.9825580033915253e+22,2.1528181725251297e+32,2.1879737362040553e-30,1.2349864678802924e-13,109
168,3,-2.183624726536559,-7.258434430438507,-18.6986906026817,1.0334764088140126e+22,2.862758756927136e+32,2.0790637507118942e-29,1.3634684657140347e-16,108
168,4,-1.6206754498222145,-7.783366129886542,-26.295834007318238,6.012204544822578e+22,9.320789178714669e+32,8.204625623585819e-31,3.7298988827933873e-13,113
168,5,-2.0422595353671444,-7.9638208025377235,-15.824198292119274,1.0236737667915812e+23,1.4067297131973255e+33,2.4101164227858103e-26,6.0191095283443e-15,106
168,6,-3.2827216268447525,-6.5879452773317535,-27.30478662721364,1.2516457287872418e+22,1.7153265090475108e+32,1.030844092812874e-29,9.840580426674605e-14,105
168,7,-2.5517402318346303,-7.058437116939099,-15.51592537166804,3.4144419472849565e+22,9.49651065156671e+32,1.9987117899421232e-27,1.9454365980526367e-14,105
168,8,-0.6449378531749786,-7.459289413485067,-25.711000508861783,5.5257750033148745e+22,4.079180026887412e+32,3.8776773896888875e-30,2.2965509578813723e-13,113
168,9,-3.6335235030581057,-6.90520160802267,-27.954845001938622,1.1567373584591702e+21,1.884890379156541e+32,7.965542400020226e-33,1.0813371831388784e-13,106
169,0,-3.5845669170114416,-6.589733551389705,-14.959096161527519,4.737741347671924e+21,2.2522615672870855e+32,1.837643584734278e-27,1.2422941614930956e-14,108
169,1,0.16581887922919042,-8.273701231644468,-19.22915311226669,2.153452982489785e+23,2.636706650837358e+33,1.008321452294514e-26,8.003957010195199e-13,112
169,2,-2.4912358133165853,-7.414696449090741,-15.085098977686068,4.655488931907886e+22,5.901187616962732e+32,1.2977288314807175e-26,4.060107648312025e-14,108
169,3,-0.5534305835872996,-7.575939566338237,-26.956796045830583,4.6690307940184736e+21,5.027055202464399e+32,4.03849423315168e-31,2.0499381198456437e-13,117
