h11,cy_index,max_f_chol,max_log10_f_over_Mpl
433,0,1.1812979776162408e-06,-5.927640539548625
462,0,1.2113005883938392e-08,-7.9167480718181595
491,0,1.098889842428507e-06,-5.9590458409916565
1,0,0.27566444771089627,-0.5596192409982834
1,1,0.05513288954217925,-1.2585892453343024
1,2,0.09188814923696542,-1.0367404957179458
1,3,0.27566444771089627,-0.5596192409982834
1,4,0.13783222385544813,-0.8606492366622647
2,0,0.07264396039156847,-1.1388004870459083
2,1,0.05271222228237739,-1.2780886740785504
2,2,0.039901398770838106,-1.399011879556146
