h11,cy_index,triag_index,tau,cy_volume,f_GeV,g_eff_GeV_inv,mass
100,0,2,5.500000026224598,2088140.326971557,45542397072247.44,2.550842704297294e-17,4.0786089106317065e+24
100,0,2,41.43127244529332,2088140.326971557,32509902435354.516,3.573418638796539e-17,5.40920986017116e-25
100,0,2,13.999999987337361,2088140.326971557,41051767987628.98,2.8298779078884324e-17,11439238869714.488
100,0,2,11.500000000374712,2088140.326971557,34743987702236.7,3.343643001015513e-17,3.481690790831339e+16
100,0,2,14.254670293306845,2088140.326971557,24293985084424.082,4.781903458993862e-17,8684885368631.038
100,0,2,34.01855069584275,2088140.326971557,27921673849621.832,4.1606205965165024e-17,8.183711671066558e-15
100,0,2,42.44000000027063,2088140.326971557,27804011021151.69,4.178227782300051e-17,2.6592429815616627e-26
100,0,2,25.66582458827503,2088140.326971557,26616775837002.516,4.364596674645009e-17,0.002137953789425823
100,0,2,42.28731702764935,2088140.326971557,25660797346856.055,4.5271972549280926e-17,4.654921529768417e-26
100,0,2,23.748736885365815,2088140.326971557,30956713009228.96,3.7527075718058056e-17,0.7586265714659244
100,0,2,31.624420119215188,2088140.326971557,29348745228521.316,3.958312030153049e-17,1.4381274578802943e-11
100,0,2,69.7064731097953,2088140.326971557,24483427303086.125,4.7449031489684226e-17,1.8978509347833381e-63
100,0,2,8.310778596839256,2088140.326971557,39149674247023.414,2.967368018822926e-17,6.938090792916229e+20
100,0,3,3.075581409598726,4710902.768620916,41459499270184.74,2.802047621243139e-17,9.101717023319913e+27
100,0,3,4.499999996823021,4710902.768620916,35507607358854.18,3.2717352688362507e-17,1.2105505638047811e+26
100,0,3,7.348837200650905,4710902.768620916,28413010833313.68,4.0886723335826166e-17,1.96291262984468e+22
100,0,3,8.047931362631061,4710902.768620916,27829535980802.004,4.174395555430491e-17,2.2288698906116817e+21
100,0,3,66.66794556171362,4710902.768620916,18097147152510.766,6.419326224677097e-17,3.5910324509646382e-59
100,0,3,15.499999993309075,4710902.768620916,24215513026657.957,4.797399550447845e-17,174209077613.6385
100,0,3,7.6249999667006705,4710902.768620916,29966801128253.15,3.8766730826809733e-17,7.816060147556384e+21
100,0,3,37.62905626732618,4710902.768620916,17334896598398.922,6.701597015507009e-17,1.5627232987144562e-19
100,0,3,33.50581395379777,4710902.768620916,18130250711940.418,6.407605341686937e-17,6.310355794328647e-14
100,0,3,40.00000000922091,4710902.768620916,19285020513193.28,6.023923657663599e-17,8.179441670372942e-23
100,0,3,6.354651164306006,4710902.768620916,23277743077307.43,4.990668164097227e-17,5.444039594346402e+23
100,0,3,64.33720930653277,4710902.768620916,10839275569396.291,1.0717643496024076e-16,9.074665457463959e-56
100,0,3,36.273255811129275,4710902.768620916,18959165821791.453,6.127457948304171e-17,1.011128147910407e-17
100,0,4,1.5000000196222345,5658248.999186489,44589974652356.1,2.6053275924393108e-17,1.1945274882205342e+30
100,0,4,3.4999999959651404,5658248.999186489,34349140161132.47,3.3820785837138904e-17,2.895775090794455e+27
100,0,4,8.062610220499664,5658248.999186489,20338110581379.64,5.712010014062589e-17,2.912410523815398e+21
100,0,4,2.000000006837354,5658248.999186489,33545706271683.76,3.463080799882107e-17,3.300716879649857e+29
100,0,4,53.99735456428698,5658248.999186489,18066879593335.277,6.430080563043522e-17,6.97270101546213e-42
100,0,4,9.499999962816304,5658248.999186489,27516002363680.223,4.2219610891331183e-17,2.354167079419204e+19
