h11,cy_index,axion_index,tau,f_GeV,Lambda2_GeV,mass_eV,Omega_a,fraction_DM,cy_volume
10,0,9,0.4999999871888292,105069112927195.78,5.0618678878684755e+17,1.173099111962656e+31,4.497677378777891e+20,3.7480644823149094e+21,80970.66495619212
